CHR	START	END	POSCOLOR	PHENOTYPE
10	635857	636706	3	viable
10	637029	637632	3	inviable
10	637859	638165	2	N/A
10	638234	638975	2	viable
10	639941	640448	2	viable
10	640824	641661	2	viable
10	642006	643365	3	viable
10	643492	644101	3	viable
10	644306	646490	3	viable
10	647125	647473	3	viable
10	647606	649139	3	viable
10	649775	651266	3	viable
10	651900	652575	3	inviable
10	652894	654238	3	viable
10	654739	655963	3	viable
10	656256	658689	3	viable
10	658919	663059	3	viable
10	664002	665019	2	viable
10	665220	667137	3	viable
10	667643	669290	3	viable
10	669521	672665	3	N/A
10	672990	673617	3	viable
10	673731	675852	3	viable
10	676061	676778	3	viable
10	676970	677231	3	viable
10	677443	678706	3	N/A
10	678959	683285	3	viable
10	684566	689318	3	N/A
10	689447	690524	3	viable
10	690752	695696	3	viable
10	695905	696946	3	inviable
10	697140	698166	3	viable
10	698328	700614	3	N/A
10	700881	701688	2	viable
10	702029	702797	2	viable
10	704195	705269	2	viable
10	705743	706871	3	viable
10	707159	708371	2	viable
10	708813	709707	3	viable
10	712257	715740	2	N/A
10	719665	721294	3	viable
10	722814	723897	2	viable
10	725783	726821	3	viable
10	727404	728268	2	N/A
10	728576	729596	2	N/A
10	732439	734140	2	N/A
10	736043	737114	2	N/A
10	738010	739816	2	N/A
10	742847	743999	2	N/A
11	1812	2181	2	N/A
11	3505	5620	2	viable
11	6106	7525	2	viable
11	9093	11226	3	viable
11	14484	15705	3	N/A
11	17361	18339	3	viable
11	22233	24081	3	viable
11	25214	26156	3	viable
11	26829	30687	3	viable
11	31084	31693	3	viable
11	31962	34107	3	viable
11	34542	36411	3	viable
11	36701	38153	2	viable
11	39162	42234	3	inviable
11	42425	46295	2	viable
11	47156	47969	2	viable
11	48193	48952	3	viable
11	49008	49809	3	viable
11	50050	53350	3	viable
11	53703	55599	3	viable
11	55937	63359	3	inviable
11	63932	67466	3	viable
11	68234	70220	2	viable
11	70736	73865	3	viable
11	74934	75534	2	inviable
11	75820	77029	3	inviable
11	77260	78646	3	viable
11	78868	79882	3	inviable
11	80162	80537	3	inviable
11	81034	82636	3	viable
11	82946	83547	3	viable
11	84703	85900	3	inviable
11	86227	88786	3	viable
11	89286	91536	3	viable
11	92746	93298	3	inviable
11	94498	96262	3	viable
11	96756	98154	3	viable
11	98397	98607	3	N/A
11	98720	99638	3	viable
11	100670	106823	3	inviable
11	107315	108596	3	viable
11	109268	110126	3	inviable
11	110466	112503	3	viable
11	113217	114627	2	viable
11	115502	117986	3	viable
11	118792	120301	3	viable
11	120382	122236	3	viable
11	122516	125540	3	inviable
11	125758	127039	3	inviable
11	127474	130258	3	viable
11	130633	131047	3	viable
11	131290	133462	3	viable
11	133723	134134	3	viable
11	134511	135705	3	viable
11	137934	140691	3	inviable
11	141796	142819	2	viable
11	144400	145375	2	viable
11	147632	148838	2	viable
11	149388	150687	3	viable
11	153268	153703	3	viable
11	153818	154451	3	viable
11	154990	158229	3	viable
11	158963	159209	3	viable
11	159458	161342	3	viable
11	161600	162332	3	inviable
11	163644	164385	3	inviable
11	164919	165930	3	viable
11	166543	167449	3	viable
11	167614	168829	3	viable
11	169209	171129	3	viable
11	171782	173858	3	viable
11	174212	175613	3	inviable
11	175845	176481	3	inviable
11	176780	178169	3	viable
11	178514	179171	2	viable
11	179666	180260	2	inviable
11	180778	182422	3	viable
11	182957	184541	3	viable
11	184805	185012	3	inviable
11	185288	185681	3	viable
11	185956	186289	3	viable
11	186462	188640	3	viable
11	189126	191442	3	viable
11	191681	193070	3	viable
11	193576	194866	3	viable
11	195290	196028	3	viable
11	196351	200167	3	viable
11	200886	201771	3	viable
11	203540	205250	3	viable
11	205706	207746	3	viable
11	208246	210127	3	inviable
11	210592	212329	3	viable
11	212497	212998	3	inviable
11	214141	216697	3	viable
11	217343	218315	3	viable
11	218572	219217	3	viable
11	220323	220971	2	viable
11	221346	222900	3	viable
11	223354	224455	3	viable
11	224729	225875	3	viable
11	226569	228762	3	inviable
11	228941	229880	3	viable
11	232226	233888	3	viable
11	234425	235784	3	inviable
11	236140	237067	3	viable
11	237149	237266	3	viable
11	237535	238888	2	viable
11	239187	242583	2	viable
11	243222	245373	3	inviable
11	246140	247682	3	viable
11	248919	253473	3	viable
11	253699	255460	3	viable
11	255722	256472	3	inviable
11	256769	257840	3	viable
11	259075	259222	3	viable
11	259252	259528	3	viable
11	261131	261848	2	viable
11	262276	263110	3	inviable
11	263348	264287	3	viable
11	264788	265805	3	viable
11	266147	269459	3	viable
11	269720	270650	3	viable
11	271877	273206	3	viable
11	273393	275040	3	inviable
11	275282	276995	3	inviable
11	277191	277863	3	viable
11	278280	278661	3	viable
11	279122	280124	3	viable
11	280508	280856	3	viable
11	281027	282329	3	inviable
11	282890	284452	3	viable
11	285029	286205	3	viable
11	286602	288570	3	viable
11	288844	291049	3	inviable
11	291452	292628	3	viable
11	292958	294308	3	viable
11	294612	296193	3	viable
11	296429	299072	3	viable
11	299581	301879	2	viable
11	305113	305881	3	viable
11	306210	306717	3	viable
11	307284	307824	3	viable
11	309205	309439	3	viable
11	310198	313075	3	viable
11	314811	315270	3	viable
11	315953	316172	3	N/A
11	316439	317057	3	viable
11	317763	320670	3	viable
11	321017	321518	3	viable
11	323227	325117	3	viable
11	325770	326109	2	viable
11	326410	327487	3	inviable
11	328120	329443	3	inviable
11	330165	330531	3	inviable
11	330858	333969	3	viable
11	334414	334915	2	viable
11	335323	336157	2	viable
11	336539	338753	3	viable
11	339184	339442	2	viable
11	339670	340546	3	inviable
11	341311	342370	3	viable
11	342854	345620	3	viable
11	346077	346764	3	inviable
11	347216	349136	3	viable
11	349462	351010	3	viable
11	351277	352624	3	viable
11	353492	355076	3	inviable
11	356321	356639	3	viable
11	356747	357845	3	viable
11	358474	359563	3	inviable
11	360142	360814	3	viable
11	361060	361828	3	viable
11	362621	364190	3	viable
11	365604	369114	3	viable
11	369364	369718	3	viable
11	369890	371387	3	inviable
11	371828	374102	3	viable
11	374504	375212	3	viable
11	375455	378569	3	inviable
11	380067	381858	2	viable
11	382718	384725	2	viable
11	385757	387203	3	inviable
11	387561	388902	3	viable
11	389382	389883	3	viable
11	390242	392279	3	viable
11	392528	393140	3	inviable
11	393148	393373	3	N/A
11	393720	394551	3	viable
11	394728	397248	3	inviable
11	397346	398750	3	inviable
11	398834	402080	3	viable
11	402567	403515	3	inviable
11	403582	403879	3	viable
11	404101	405088	3	inviable
11	405192	407241	3	viable
11	407467	407989	3	viable
11	408543	411480	3	viable
11	411621	416913	2	inviable
11	417510	418023	3	inviable
11	418309	420058	3	inviable
11	420157	421216	3	viable
11	421426	425875	3	viable
11	426241	426949	3	viable
11	427297	428551	2	viable
11	429301	430105	2	viable
11	430200	430632	3	inviable
11	431905	432717	2	viable
11	433095	434877	3	viable
11	435579	436782	3	inviable
11	437099	437492	3	viable
11	437777	438541	3	viable
11	438779	439385	2	viable
11	440610	442722	3	viable
11	443231	444935	3	inviable
11	445380	446724	3	viable
11	446801	448036	3	inviable
11	448523	450167	3	viable
11	450425	451217	3	viable
11	451433	451985	3	viable
11	452200	454075	3	inviable
11	454354	457054	3	viable
11	458926	461239	3	viable
11	461637	462696	3	viable
11	463958	464945	2	viable
11	465369	466071	3	viable
11	466963	468667	3	viable
11	469716	471336	3	viable
11	471696	473349	3	viable
11	473725	475900	3	viable
11	476218	478063	2	viable
11	478337	478829	3	viable
11	479233	481978	3	viable
11	482173	483139	3	inviable
11	483418	485008	3	viable
11	485146	487372	3	viable
11	487769	488615	2	inviable
11	488740	489655	3	viable
11	491363	493658	3	viable
11	494256	497355	3	viable
11	497580	499833	3	viable
11	500281	501100	3	viable
11	501346	506395	3	viable
11	506897	507704	3	viable
11	507938	508550	3	N/A
11	508704	510633	3	viable
11	510912	511797	2	inviable
11	512001	513159	2	inviable
11	515062	516868	3	viable
11	518197	518947	2	viable
11	519526	520621	2	viable
11	520899	521712	3	viable
11	522014	523343	3	viable
11	523420	523969	3	viable
11	524225	525074	3	viable
11	525389	526640	2	viable
11	526832	527231	2	viable
11	527814	530481	2	viable
11	530945	532199	3	viable
11	532552	533464	3	viable
11	534069	535281	3	viable
11	535649	547925	3	viable
11	548215	549088	3	viable
11	549447	551364	3	viable
11	552769	554617	3	viable
11	554986	556171	3	N/A
11	556517	557339	2	viable
11	557676	558951	3	viable
11	559665	560649	3	inviable
11	560791	562297	3	inviable
11	562546	565135	3	viable
11	565301	565892	3	viable
11	566115	567198	3	viable
11	567917	570146	3	viable
11	570330	570909	3	inviable
11	571611	573390	3	viable
11	573573	574629	3	viable
11	574936	575980	3	inviable
11	576437	578123	3	viable
11	579208	579673	3	viable
11	579829	580750	3	viable
11	582282	583392	3	viable
11	583652	584741	3	viable
11	584951	586706	3	viable
11	586791	589305	3	inviable
11	590394	591354	3	viable
11	591508	592540	3	inviable
11	592824	596295	3	viable
11	596423	596822	3	inviable
11	597057	598890	3	viable
11	599096	599681	3	viable
11	599856	603069	3	inviable
11	603197	604232	3	viable
11	604407	605418	3	viable
11	605635	608365	3	viable
11	608945	611063	3	viable
11	611524	612262	3	viable
11	612667	613885	3	viable
11	615729	617532	3	viable
11	617998	618373	2	N/A
11	619804	625429	3	viable
11	625863	626202	3	N/A
11	626792	630377	3	viable
11	631151	632798	3	viable
11	633028	635179	3	viable
11	635850	638283	3	viable
11	638903	639968	3	viable
11	640539	642501	2	viable
11	646355	649862	2	viable
11	653079	656733	2	viable
11	656835	657753	2	viable
11	658718	660464	2	viable
12	842	1322	2	N/A
12	1325	3578	2	N/A
12	5604	5772	2	N/A
12	6122	9836	2	N/A
12	13083	13445	2	N/A
12	14650	16072	2	viable
12	16641	17613	3	viable
12	17955	19704	2	viable
12	21140	21839	3	viable
12	23568	25293	3	viable
12	25758	26994	3	viable
12	27411	28305	3	viable
12	30108	31701	3	viable
12	32675	35204	3	viable
12	35914	36361	2	viable
12	37335	39471	3	viable
12	39806	40223	3	inviable
12	40665	41202	3	viable
12	41282	46265	3	viable
12	46716	47463	3	viable
12	47861	48629	3	viable
12	49937	51944	3	viable
12	52089	52590	2	viable
12	53133	53931	3	viable
12	54213	63645	3	viable
12	64064	65207	3	viable
12	65777	66518	3	viable
12	66747	68256	3	inviable
12	68579	70475	3	inviable
12	70635	73146	3	inviable
12	73408	74098	3	viable
12	74272	76747	3	viable
12	77154	80205	3	inviable
12	81460	83707	3	viable
12	84803	86561	3	viable
12	87402	88152	3	viable
12	88622	91346	3	viable
12	94746	95118	2	viable
12	95568	97485	2	viable
12	97999	98836	3	viable
12	99046	100201	3	N/A
12	100946	105344	3	viable
12	105688	107899	3	viable
12	108678	108972	3	viable
12	109904	111575	3	inviable
12	112234	115993	3	N/A
12	116431	121108	3	viable
12	121321	121645	3	viable
12	122077	124714	3	viable
12	125533	127252	2	viable
12	127522	128989	3	inviable
12	129332	130613	3	viable
12	131207	131414	3	viable
12	131728	133984	3	inviable
12	134304	136299	3	viable
12	136344	136518	3	viable
12	136585	137863	3	viable
12	137942	140546	3	viable
12	141072	142920	3	inviable
12	143200	146038	3	inviable
12	146290	147598	3	viable
12	147889	150160	3	viable
12	151391	153977	3	viable
12	154345	156334	3	inviable
12	156857	157730	3	viable
12	157936	159505	3	viable
12	160048	161431	3	inviable
12	161757	163893	3	viable
12	164391	165399	3	inviable
12	165579	166083	3	inviable
12	166536	167133	3	inviable
12	167322	167802	3	inviable
12	169102	169675	3	viable
12	169984	170281	2	viable
12	171338	171761	2	viable
12	172270	174982	3	viable
12	175226	176741	3	viable
12	176804	177416	3	viable
12	177607	178618	3	viable
12	178709	179606	3	viable
12	180287	181478	3	viable
12	181791	183405	3	viable
12	183622	184159	3	viable
12	184176	184926	3	inviable
12	185500	187129	3	viable
12	187665	193281	3	viable
12	194451	195171	3	viable
12	195452	196472	3	inviable
12	196831	198085	3	viable
12	199542	201315	3	viable
12	201978	202590	3	inviable
12	203289	204078	3	viable
12	204224	204782	3	viable
12	204990	208497	3	viable
12	208760	210266	3	inviable
12	210514	211933	3	viable
12	212371	214456	3	viable
12	215442	218907	2	N/A
12	221523	222132	3	viable
12	222687	223059	3	viable
12	224923	225172	3	viable
12	225428	228596	3	viable
12	228910	229582	3	viable
12	229968	230451	3	viable
12	231704	232013	3	viable
12	232392	234081	3	viable
12	235039	237703	3	inviable
12	238003	238813	3	viable
12	239349	241407	3	viable
12	242231	243346	3	viable
12	243888	245172	3	viable
12	245589	246072	3	viable
12	246326	246977	3	inviable
12	247200	247950	3	viable
12	248102	248426	3	viable
12	248719	250978	3	viable
12	251274	253080	3	viable
12	253860	254955	3	viable
12	255305	257852	3	viable
12	257994	259401	3	viable
12	259740	260547	3	viable
12	260978	262763	3	inviable
12	263594	263945	2	viable
12	264156	265251	3	viable
12	265455	266274	3	viable
12	266375	266918	3	viable
12	267168	267720	3	inviable
12	267815	270710	3	viable
12	271007	271460	3	viable
12	271632	273915	3	viable
12	274143	275211	2	viable
12	275380	278626	3	inviable
12	278861	280940	3	viable
12	281021	281621	3	viable
12	281958	282456	3	viable
12	282926	283589	3	inviable
12	283871	285620	3	viable
12	285738	286467	3	inviable
12	286819	287671	3	viable
12	287915	289247	2	viable
12	290211	291933	3	viable
12	292396	293572	3	viable
12	294093	296094	3	viable
12	296591	300251	3	viable
12	300675	301989	3	viable
12	302242	306496	3	inviable
12	306857	315731	3	viable
12	316106	317948	3	inviable
12	318239	320015	3	viable
12	320700	322077	3	viable
12	322296	323175	3	viable
12	323543	326222	3	viable
12	326515	327259	3	viable
12	327732	329238	3	viable
12	329679	332115	3	viable
12	332589	336030	3	viable
12	336233	337265	3	viable
12	337529	339473	3	viable
12	339746	340928	3	viable
12	341324	341585	3	inviable
12	341809	342850	3	inviable
12	342972	343767	3	viable
12	343991	345941	3	inviable
12	346584	346977	3	viable
12	347049	348180	3	inviable
12	349008	363738	3	inviable
12	364115	365327	3	viable
12	366669	368124	3	viable
12	368780	369308	3	viable
12	369699	370098	3	viable
12	371619	372924	3	viable
12	374946	377238	3	viable
12	377984	380561	3	inviable
12	380821	382249	3	inviable
12	382473	384534	3	inviable
12	384727	385408	3	viable
12	385533	386172	3	viable
12	386513	388220	3	viable
12	388746	390270	3	viable
12	393483	393891	2	viable
12	394767	395520	3	viable
12	395760	398319	3	inviable
12	398626	399430	3	viable
12	399656	402485	3	inviable
12	402796	404062	3	viable
12	404512	406822	3	viable
12	407285	408155	3	inviable
12	408444	410190	3	viable
12	410722	412411	3	viable
12	413280	415524	3	viable
12	415803	416658	3	viable
12	417005	418106	3	viable
12	418436	421391	3	viable
12	421544	423473	3	viable
12	423682	424771	2	inviable
12	425185	426613	3	viable
12	427328	429383	3	viable
12	429679	432016	3	viable
12	432167	432770	3	inviable
12	432825	433725	3	viable
12	433869	434055	3	N/A
12	434160	434463	3	inviable
12	434640	437394	3	viable
12	437633	439823	3	viable
12	440466	441285	3	viable
12	441717	442737	3	viable
12	442960	444688	3	viable
12	445526	447575	3	inviable
12	447984	448314	2	viable
12	454695	455067	2	N/A
12	462524	462671	2	N/A
12	463878	464207	2	N/A
12	469317	470363	2	N/A
12	472112	472322	2	N/A
12	472969	474015	2	N/A
12	476335	481601	2	N/A
12	481872	482034	2	N/A
12	482549	483595	2	N/A
12	485713	485842	2	N/A
12	486203	487289	2	N/A
12	489572	489926	2	N/A
12	490405	490591	2	N/A
12	491868	493254	3	inviable
12	493882	494386	3	viable
12	494496	495258	3	viable
12	495431	498044	3	inviable
12	498946	499402	3	inviable
12	499580	500270	3	viable
12	500581	501049	2	viable
12	501262	502162	3	viable
12	502420	504244	3	viable
12	504590	505826	3	viable
12	506133	507582	3	inviable
12	507799	510232	3	viable
12	511053	512937	2	viable
12	513164	513821	2	viable
12	514110	514713	2	viable
12	515261	516407	2	viable
12	516680	517670	3	viable
12	517939	520348	3	viable
12	520545	522012	3	viable
12	523027	523285	3	viable
12	523631	524387	3	inviable
12	524864	527942	3	viable
12	528299	530384	3	viable
12	530799	534393	3	viable
12	535213	536686	3	viable
12	537271	538429	3	viable
12	538794	539589	3	viable
12	540011	540536	3	viable
12	540811	541573	3	viable
12	541939	543304	3	inviable
12	543967	545695	3	inviable
12	546096	547608	3	inviable
12	547855	548683	3	viable
12	549011	549353	3	viable
12	549513	550293	3	viable
12	550652	551960	3	viable
12	552269	552602	3	viable
12	552726	553677	3	viable
12	554577	556416	3	viable
12	556787	559286	3	viable
12	559550	560441	3	inviable
12	560799	561732	3	viable
12	562007	563387	3	viable
12	563794	564531	3	viable
12	564862	566281	3	inviable
12	566656	567922	3	viable
12	568566	570624	3	viable
12	570778	571858	3	inviable
12	572098	573211	3	viable
12	573468	573918	3	viable
12	574150	576334	3	viable
12	576824	577790	3	viable
12	578364	579024	3	viable
12	579320	581771	3	inviable
12	582235	585490	3	inviable
12	586463	587570	3	viable
12	587697	588918	3	viable
12	589353	590538	3	viable
12	590564	592043	3	viable
12	593437	598703	2	N/A
12	600021	602463	3	viable
12	604214	604787	2	inviable
12	605760	607119	2	viable
12	607427	609524	3	viable
12	609782	611750	3	viable
12	612366	614160	3	viable
12	614754	616188	3	viable
12	616334	617318	3	viable
12	617532	620157	3	viable
12	620472	622818	3	viable
12	622920	623883	3	viable
12	624202	625018	3	inviable
12	625170	626331	3	viable
12	626504	626930	3	N/A
12	627117	628194	3	viable
12	628686	633354	3	viable
12	634251	636081	3	viable
12	636779	639911	3	inviable
12	640316	641018	3	viable
12	641463	642054	3	viable
12	642626	644333	3	viable
12	644406	644973	3	viable
12	646414	650920	3	N/A
12	651116	652436	2	N/A
12	654176	656387	2	N/A
12	658825	659788	3	viable
12	660715	662830	3	viable
12	663286	665002	3	inviable
12	665843	667904	3	viable
12	668246	668891	2	viable
12	669470	669662	3	viable
12	670339	672820	3	viable
12	673130	673331	3	viable
12	673830	673944	3	viable
12	674429	675455	3	viable
12	675621	677724	3	viable
12	678211	679921	3	viable
12	680199	680841	3	viable
12	681185	682235	3	viable
12	682736	683558	3	viable
12	683674	687202	3	inviable
12	689085	691029	2	viable
12	691554	693879	3	inviable
12	694470	694797	3	inviable
12	695048	696830	3	inviable
12	697158	699495	3	inviable
12	700001	704024	3	viable
12	704495	704960	2	viable
12	705185	706127	3	viable
12	706200	707040	3	viable
12	707359	708142	3	viable
12	708170	708338	3	viable
12	708450	710136	3	viable
12	710993	712058	3	viable
12	713482	714904	3	viable
12	715088	717023	3	viable
12	717147	717978	3	viable
12	718319	719462	3	inviable
12	719791	720370	3	viable
12	720773	721430	3	inviable
12	722001	722373	3	viable
12	724043	724430	3	viable
12	724723	725416	3	inviable
12	726068	728048	3	viable
12	728954	730298	3	viable
12	730824	731556	3	N/A
12	732541	733873	3	viable
12	735214	737548	3	viable
12	738163	743863	3	inviable
12	744287	744848	3	viable
12	745619	746522	3	viable
12	746850	747111	3	viable
12	747936	748872	3	viable
12	749036	751769	3	viable
12	752226	756993	3	inviable
12	757639	758833	3	viable
12	759479	760238	3	viable
12	760752	762342	3	viable
12	762577	764137	3	inviable
12	764807	765266	3	viable
12	765268	766358	3	inviable
12	766541	769193	3	viable
12	769320	771684	3	viable
12	771939	776301	3	viable
12	776586	777864	3	inviable
12	778175	778952	3	inviable
12	779214	780783	3	viable
12	781145	781379	3	viable
12	782173	782893	3	viable
12	783129	783387	3	viable
12	784912	786115	3	viable
12	786441	787330	3	viable
12	787663	789676	3	viable
12	790675	791803	2	viable
12	795575	795899	3	viable
12	797429	799589	3	viable
12	799699	802396	3	inviable
12	802655	805106	3	viable
12	805886	806822	3	inviable
12	807384	808815	3	viable
12	809996	815624	3	viable
12	815809	815980	3	viable
12	816093	817758	3	viable
12	819311	820139	2	N/A
12	820510	822037	3	viable
12	822289	822592	3	viable
12	823830	826413	3	inviable
12	826979	827873	3	viable
12	828729	829377	3	viable
12	829491	830364	3	viable
12	831115	833536	3	viable
12	834351	836160	3	viable
12	836352	837357	3	viable
12	838068	839253	3	inviable
12	840320	840911	3	viable
12	841330	843487	3	viable
12	843489	844050	2	viable
12	844281	845727	3	inviable
12	847390	849124	2	viable
12	849385	849679	3	viable
12	849865	852016	3	viable
12	852497	853151	3	viable
12	853460	853715	3	viable
12	854061	854388	3	viable
12	856442	857317	2	viable
12	857539	859333	3	viable
12	859551	861522	3	viable
12	861720	862254	3	viable
12	862713	866781	3	viable
12	867353	868388	2	viable
12	868664	871367	3	viable
12	871696	872725	2	viable
12	872828	873554	3	viable
12	873748	874792	3	viable
12	875738	877178	3	inviable
12	878281	879505	3	viable
12	879722	881921	2	viable
12	882069	884751	3	viable
12	885287	888629	3	N/A
12	888853	892900	3	viable
12	892994	893390	3	viable
12	893627	896267	3	viable
12	896376	897672	2	viable
12	898650	898818	3	viable
12	899579	902660	3	viable
12	903065	903401	3	viable
12	903723	904437	3	viable
12	904751	906305	3	viable
12	907078	907915	3	viable
12	907949	909395	3	viable
12	909731	909965	3	viable
12	910237	912310	3	viable
12	912552	914892	3	inviable
12	915158	919019	3	viable
12	919538	921596	3	viable
12	922444	924448	3	viable
12	925567	927616	3	viable
12	928742	929597	3	viable
12	929788	930889	3	viable
12	931065	931755	2	viable
12	932208	932355	3	viable
12	932966	933650	3	viable
12	933887	934253	3	viable
12	934416	937233	3	inviable
12	937540	940978	3	viable
12	941482	946793	2	N/A
12	947252	947975	3	N/A
12	948367	949189	3	viable
12	950269	950473	2	viable
12	951155	953180	3	viable
12	953355	954144	3	viable
12	954261	954597	2	viable
12	955009	956707	2	viable
12	956916	958095	3	viable
12	958427	962732	3	N/A
12	963784	964876	3	viable
12	965092	965560	3	viable
12	965896	971692	3	viable
12	971919	973170	3	viable
12	973394	975518	3	inviable
12	976612	981409	2	N/A
12	982893	986814	3	viable
12	987061	988110	3	viable
12	988427	990437	3	viable
12	990776	992729	3	viable
12	993433	1000126	3	inviable
12	1000344	1001703	3	viable
12	1002556	1004125	2	viable
12	1004349	1006008	2	viable
12	1006377	1006992	2	viable
12	1007423	1011245	2	viable
12	1011624	1012023	2	viable
12	1012500	1013772	2	viable
12	1013911	1014178	2	inviable
12	1014490	1015447	2	viable
12	1015570	1017697	2	inviable
12	1018143	1018908	2	viable
12	1019317	1022251	3	viable
12	1022624	1023968	3	viable
12	1024188	1024834	2	viable
12	1025213	1026512	2	viable
12	1026858	1027893	3	viable
12	1029252	1029765	3	viable
12	1030833	1032009	3	viable
12	1032626	1035761	3	viable
12	1036092	1038750	3	viable
12	1039272	1041366	3	viable
12	1041801	1042986	3	viable
12	1043997	1051881	3	viable
12	1053628	1054540	3	viable
12	1055069	1055681	3	viable
12	1055814	1056771	3	inviable
12	1057333	1058515	2	inviable
12	1059759	1060887	2	viable
12	1062918	1063278	2	viable
12	1065955	1066561	2	N/A
12	1067086	1071232	2	N/A
13	463	4684	2	N/A
13	7243	8380	2	N/A
13	10197	11292	3	viable
13	11485	13174	3	inviable
13	14543	14753	3	viable
13	15137	16676	3	viable
13	17063	18806	3	inviable
13	19062	20535	2	inviable
13	20763	21699	3	inviable
13	22050	23683	2	viable
13	24039	25800	3	viable
13	26929	27859	3	viable
13	28268	29807	3	viable
13	30610	31681	3	viable
13	32333	33848	3	viable
13	34242	37644	3	viable
13	38195	39821	3	viable
13	40189	41794	3	viable
13	42045	43575	3	inviable
13	44044	44788	3	viable
13	45062	45950	2	viable
13	46941	49701	3	viable
13	50033	50954	3	viable
13	51639	54465	3	viable
13	54792	55107	2	viable
13	55267	56269	3	viable
13	56772	57450	3	viable
13	57868	58687	3	inviable
13	58941	62322	3	viable
13	62584	67549	3	viable
13	68293	69697	3	viable
13	69737	70088	3	viable
13	70137	70308	3	N/A
13	70623	73917	3	viable
13	74400	77040	3	viable
13	77266	77767	3	inviable
13	78337	79690	3	viable
13	81483	82113	2	viable
13	82372	82846	3	viable
13	83089	85786	3	inviable
13	85989	86739	3	inviable
13	87125	90731	3	inviable
13	92234	94238	3	viable
13	94433	95369	3	viable
13	95793	97371	3	viable
13	97943	99400	3	inviable
13	99796	101050	3	viable
13	101861	103808	3	viable
13	103985	104162	3	viable
13	104776	108529	3	viable
13	108805	110074	3	viable
13	110246	110849	3	viable
13	111001	111547	3	viable
13	111864	112341	3	inviable
13	112515	115347	3	viable
13	115736	118898	3	viable
13	120091	121324	3	viable
13	123229	123742	3	N/A
13	124732	129367	3	viable
13	129751	131572	3	viable
13	133474	135226	3	viable
13	135499	137155	3	inviable
13	137549	138941	3	viable
13	139065	140214	3	viable
13	140426	141533	3	viable
13	142209	144951	3	inviable
13	145141	145876	3	inviable
13	146481	147246	3	viable
13	147507	148683	3	viable
13	148955	151532	3	viable
13	151870	152998	3	viable
13	153221	158258	3	viable
13	158759	158963	3	viable
13	159382	159694	3	viable
13	160179	161991	3	viable
13	162196	164176	2	viable
13	164789	165323	3	viable
13	165535	167308	3	viable
13	167625	167781	3	viable
13	169118	169754	3	viable
13	170401	171307	3	viable
13	171593	172898	3	viable
13	173138	174071	3	viable
13	174222	178305	3	inviable
13	178425	179634	3	viable
13	180019	181075	3	viable
13	181473	183360	2	inviable
13	184460	185780	2	N/A
13	185781	189729	2	N/A
13	190246	191767	2	inviable
13	192787	194797	3	viable
13	194915	195755	3	viable
13	196627	197947	2	N/A
13	197948	201896	2	N/A
13	202777	204103	3	viable
13	204388	205408	3	viable
13	205641	206290	3	viable
13	206430	208860	3	viable
13	209524	212152	3	viable
13	212517	213930	3	viable
13	214188	216153	3	inviable
13	216434	216911	3	viable
13	217361	219875	3	viable
13	220137	220725	3	viable
13	221405	222560	3	viable
13	224408	225365	3	inviable
13	226289	226694	2	viable
13	226996	228664	2	inviable
13	228936	229497	3	viable
13	229736	230813	3	viable
13	231148	233140	3	viable
13	233456	234452	3	viable
13	234773	235952	3	viable
13	236952	238728	3	viable
13	239460	241536	2	viable
13	241991	243029	3	inviable
13	243224	244061	3	viable
13	244148	245900	3	viable
13	246115	246748	3	viable
13	246897	247428	3	viable
13	247676	250865	3	inviable
13	251306	251516	3	viable
13	251841	252990	3	viable
13	253164	253272	3	N/A
13	253847	255797	3	viable
13	256094	258416	3	viable
13	260220	261606	3	viable
13	261707	262685	3	viable
13	263482	264352	3	viable
13	264540	266751	2	viable
13	267173	267797	3	viable
13	269021	271136	3	inviable
13	271349	271577	3	viable
13	272192	272660	3	viable
13	273117	273711	3	viable
13	274016	275549	3	viable
13	276044	277208	3	inviable
13	277563	279681	3	viable
13	280592	282584	3	viable
13	284101	284638	3	viable
13	285099	286314	3	viable
13	288078	289701	3	viable
13	291133	294964	3	viable
13	295181	296738	3	inviable
13	298867	300424	3	viable
13	300871	302485	3	viable
13	303238	305593	3	viable
13	307488	308679	3	viable
13	310207	311749	3	viable
13	312155	315002	3	viable
13	315376	316900	3	viable
13	317167	318418	3	viable
13	318679	319174	3	viable
13	319439	321017	2	viable
13	321874	323044	2	viable
13	323299	324184	3	viable
13	324238	325435	3	viable
13	325876	327286	3	viable
13	327481	328579	3	inviable
13	328662	330231	3	viable
13	330792	331920	3	viable
13	332214	334743	3	viable
13	335297	337304	3	viable
13	337312	337600	2	N/A
13	337787	339274	3	inviable
13	339420	340722	3	viable
13	341141	341672	3	viable
13	341858	343520	3	viable
13	344405	346517	3	viable
13	347513	348260	3	viable
13	348646	349522	3	viable
13	350380	350860	3	viable
13	350968	351973	3	viable
13	352602	353133	3	viable
13	353870	354728	3	inviable
13	355383	356808	3	viable
13	357358	361306	2	N/A
13	361307	362627	2	N/A
13	363366	366705	3	inviable
13	366980	367931	3	viable
13	368096	370517	3	inviable
13	373056	377004	2	N/A
13	377005	378325	2	N/A
13	379585	380197	3	viable
13	380348	382898	3	viable
13	383302	385972	3	viable
13	386103	387021	3	viable
13	387317	388244	2	viable
13	388821	390729	3	viable
13	391098	391482	3	inviable
13	391534	392515	3	viable
