1305	AF293|CM000169.1_3816219_3818225	AF10|AFXL01000032.1_131328_133334	AF210|AFXM01000301.1_98324_100330	A1163|DS499594.1_3884090_3886096	Z5|KQ087359.1_992938_994944	RP2014|JHOI01000565.1_117711_119717	LMB35AA|MCQI02000122.1_63368_65374	JCM10253|BCGY01000005.1_1588468_1590474	ISSFT021|LWRT01000211.1_6643_8649	IF1SWF4|LWRU01000040.1_97980_99986	----------	HMRAF270|NKHT01000056.1_80694_82700
9883	AF293|CM000176.1_1416305_1417937	AF10|AFXL01000003.1_541071_542703	AF210|AFXM01000420.1_3533_5165	A1163|DS499600.1_513480_515112	Z5|KQ087367.1_436369_438101	RP2014|JHOI01000276.1_4259_5891	LMB35AA|MCQI02000216.1_293710_295342	JCM10253|BCGY01000006.1_454161_455793	ISSFT021|LWRT01000284.1_95933_97565	IF1SWF4|LWRU01000189.1_541185_542817	HMRAF706|NKHS01000422.1_7265_8897	----------
688	AF293|CM000169.1_2044241_2045869	AF10|AFXL01000334.1_621_2249	AF210|AFXM01000183.1_19267_20895	A1163|DS499594.1_2119942_2121570	Z5|KQ087362.1_215979_217607	----------	LMB35AA|MCQI02000011.1_1219426_1221054	JCM10253|BCGY01000007.1_191868_193496	ISSFT021|LWRT01000239.1_78281_79909	IF1SWF4|LWRU01000110.1_78348_79976	HMRAF706|NKHS01000506.1_596_2224	----------
9370	AF293|CM000175.1_1976228_1977837	----------	----------	A1163|DS499602.1_1417436_1418753	----------	----------	----------	----------	----------	----------	----------	HMRAF270|NKHT01000094.1_77463_79072
9699	AF293|CM000176.1_901502_904290	AF10|AFXL01000003.1_25829_28617	AF210|AFXM01000441.1_112722_115510	A1163|DS499600.1_1029883_1032671	Z5|KQ087367.1_965540_968328	----------	LMB35AA|MCQI02000045.1_102125_104913	JCM10253|BCGY01000006.1_974298_977086	ISSFT021|LWRT01000273.1_21286_24074	IF1SWF4|LWRU01000189.1_25803_28591	HMRAF706|NKHS01000007.1_202640_205428	HMRAF270|NKHT01000010.1_26907_29695
9696	AF293|CM000176.1_891137_892484	AF10|AFXL01000003.1_15462_16809	AF210|AFXM01000441.1_124529_125876	A1163|DS499600.1_1041691_1043038	Z5|KQ087367.1_977348_978695	----------	LMB35AA|MCQI02000045.1_91759_93106	JCM10253|BCGY01000006.1_986106_987453	ISSFT021|LWRT01000273.1_33094_34441	IF1SWF4|LWRU01000189.1_15436_16783	HMRAF706|NKHS01000007.1_214448_215795	HMRAF270|NKHT01000010.1_16540_17887
9697	AF293|CM000176.1_895511_897243	AF10|AFXL01000003.1_19835_21567	AF210|AFXM01000441.1_119772_121504	A1163|DS499600.1_1036933_1038665	Z5|KQ087367.1_972590_974322	----------	LMB35AA|MCQI02000045.1_96129_97861	JCM10253|BCGY01000006.1_981348_983080	ISSFT021|LWRT01000273.1_28336_30068	IF1SWF4|LWRU01000189.1_19809_21541	HMRAF706|NKHS01000007.1_209690_211422	HMRAF270|NKHT01000010.1_20913_22645
478	AF293|CM000169.1_1442500_1444208	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------	----------
9695	AF293|CM000176.1_888630_890350	AF10|AFXL01000003.1_12955_14675	AF210|AFXM01000441.1_126663_128383	A1163|DS499600.1_1043825_1045545	Z5|KQ087367.1_979482_981202	----------	LMB35AA|MCQI02000045.1_89253_90973	JCM10253|BCGY01000006.1_988240_989960	ISSFT021|LWRT01000273.1_35228_36948	IF1SWF4|LWRU01000189.1_12929_14649	HMRAF706|NKHS01000007.1_216582_218302	HMRAF270|NKHT01000010.1_14033_15753
7552	AF293|CM000174.1_386598_388335	AF10|AFXL01000078.1_8678_10417	----------	A1163|DS499602.1_917083_918822	Z5|KQ087373.1_903952_905691	RP2014|JHOI01000551.1_4714_6454	LMB35AA|MCQI02000079.1_248909_250649	JCM10253|BCGY01000010.1_906869_908608	ISSFT021|LWRT01000084.1_8700_10439	IF1SWF4|LWRU01000166.1_4440_6179	HMRAF706|NKHS01000462.1_4690_6429	----------
3703	AF293|CM000171.1_1027938_1029366	AF10|AFXL01000192.1_15547_16973	----------	A1163|DS499596.1_3115408_3116836	----------	----------	LMB35AA|MCQI02000147.1_51782_53278	----------	ISSFT021|LWRT01000048.1_35442_36898	IF1SWF4|LWRU01000008.1_33565_35020	HMRAF706|NKHS01000274.1_806_1064	----------
